# TO BE USED TO INSERT MODEL ANNOTATIONS IN METABOLIC ATLAS DATABASE
# for GENES ONLY
# annotations will be visible in the GEM browser pages and some can be used by the search engine
#
# some rules:
# this is a TAB separated file, thus TABs are not allowed in any field values
# each line added must have exactly 7 columns to be parsed properly
# do not modify the @ line
# column 'id' is mandatory, other columns are optional
# follow the max size limits
#
# columns description:
# column name        | description
# ---------------------------------------------
# name               | primary name/symbol of the gene
# alternate_name     | long name or full name of the gene
# aliases            | list of aliases, semi-colon separated values
# function           | text about the function, can describe multiple functions
# ec                 | EC code, semi-colon separated values
# catalytic_activity | text about the catalytic activity
#
@id	name	alternate_name	aliases	function	ec	catalytic_activity
ENSG00000198108	CHSY3	chondroitin sulfate synthase 3	CHSY-2; CSS3			
ENSG00000198130	HIBCH	3-hydroxyisobutyryl-CoA hydrolase				
ENSG00000198162	MAN1A2	mannosidase alpha class 1A member 2	MAN1B			
ENSG00000198189	HSD17B11	hydroxysteroid 17-beta dehydrogenase 11	17-BETA-HSD11; 17-BETA-HSDXI; DHRS8; PAN1B; RetSDR2; SDR16C2			
ENSG00000198203	SULT1C2	sulfotransferase family 1C member 2	ST1C1; SULT1C1			
ENSG00000198246	SLC29A3	solute carrier family 29 member 3	ENT3; FLJ11160			
ENSG00000198276	UCKL1	uridine-cytidine kinase 1 like 1	FLJ20517; URKL1			
ENSG00000198355	PIM3	Pim-3 proto-oncogene, serine/threonine kinase				
ENSG00000198363	ASPH	aspartate beta-hydroxylase	BAH; CASQ2BP1; HAAH; JCTN			
ENSG00000198373	WWP2	WW domain containing E3 ubiquitin protein ligase 2	AIP2			
ENSG00000198380	GFPT1	glutamine--fructose-6-phosphate transaminase 1	GFA; GFAT; GFAT1; GFPT			
ENSG00000198400	NTRK1	neurotrophic receptor tyrosine kinase 1	MTC; TRK; TRKA			
ENSG00000198408	OGA	O-GlcNAcase	MEA5; MGEA5; NCOAT			
ENSG00000198431	TXNRD1	thioredoxin reductase 1	GRIM-12; Trxr1; TXNR			
ENSG00000198488	B3GNT6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	B3Gn-T6			
ENSG00000198569	SLC34A3	solute carrier family 34 member 3	FLJ38680; NPTIIc			
ENSG00000198586	TLK1	tousled like kinase 1	KIAA0137; PKU-BETA			
ENSG00000198610	AKR1C4	aldo-keto reductase family 1 member C4	3-alpha-HSD; C11; CDR; CHDR; DD4; HAKRA; MGC22581			
ENSG00000198646	NCOA6	nuclear receptor coactivator 6	AIB3; ASC2; KIAA0181; NRC; PRIP; RAP250; TRBP			
ENSG00000198648	STK39	serine/threonine kinase 39	DCHT; SPAK			
ENSG00000198650	TAT	tyrosine aminotransferase				
ENSG00000198668	CALM1	calmodulin 1	CALML2; CAMI; DD132; PHKD			
ENSG00000198682	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	ATPSK2			
ENSG00000198691	ABCA4	ATP binding cassette subfamily A member 4	ABCR; ARMD2; CORD3; FFM; RP19; STGD; STGD1			
ENSG00000198695	MT-ND6	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6	MTND6; NAD6; ND6			
ENSG00000198704	GPX6	glutathione peroxidase 6	GPXP3			
ENSG00000198712	MT-CO2	mitochondrially encoded cytochrome c oxidase II	CO2; COX2; MTCO2			
ENSG00000198721	ECI2	enoyl-CoA delta isomerase 2	ACBD2; DRS1; HCA88; PECI			
ENSG00000198727	MT-CYB	mitochondrially encoded cytochrome b	COB; CYTB; MTCYB; UQCR3			
ENSG00000198742	SMURF1	SMAD specific E3 ubiquitin protein ligase 1	KIAA1625			
ENSG00000198743	SLC5A3	solute carrier family 5 member 3	SMIT; SMIT1			
ENSG00000198752	CDC42BPB	CDC42 binding protein kinase beta	KIAA1124; MRCKB			
ENSG00000198753	PLXNB3	plexin B3	PLEXB3; PLEXR; PLXN6			
ENSG00000198754	OXCT2	3-oxoacid CoA-transferase 2	FKSG25; FLJ00030; SCOT-T			
ENSG00000198756	COLGALT2	collagen beta(1-O)galactosyltransferase 2	C1orf17; GLT25D2; KIAA0584			
ENSG00000198763	MT-ND2	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2	MTND2; NAD2; ND2			
ENSG00000198786	MT-ND5	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5	MTND5; NAD5; ND5			
ENSG00000198804	MT-CO1	mitochondrially encoded cytochrome c oxidase I	COI; COX1; MTCO1			
ENSG00000198805	PNP	purine nucleoside phosphorylase	NP; PUNP			
ENSG00000198814	GK	glycerol kinase	GK1; GKD			
ENSG00000198825	INPP5F	inositol polyphosphate-5-phosphatase F	hSac2; KIAA0966; SAC2			
ENSG00000198833	UBE2J1	ubiquitin conjugating enzyme E2 J1	CGI-76; HSPC153; NCUBE1; UBC6			
ENSG00000198840	MT-ND3	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3	MTND3; NAD3; ND3			
ENSG00000198842	DUSP27	dual specificity phosphatase 27, atypical				
ENSG00000198848	CES1	carboxylesterase 1	CEH; CES1A1; CES1A2; CES2; HMSE; HMSE1; SES1			
ENSG00000198881	ASB12	ankyrin repeat and SOCS box containing 12	FLJ39577			
ENSG00000198886	MT-ND4	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4	LHON; MTND4; NAD4; ND4			
ENSG00000198888	MT-ND1	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1	MTND1; NAD1; ND1			
ENSG00000198890	PRMT6	protein arginine methyltransferase 6	FLJ10559; HRMT1L6			
ENSG00000198899	MT-ATP6	mitochondrially encoded ATP synthase membrane subunit 6	ATP6; ATPase-6; MTATP6; RP; Su6m			
ENSG00000198909	MAP3K3	mitogen-activated protein kinase kinase kinase 3	MAPKKK3; MEKK3			
ENSG00000198910	L1CAM	L1 cell adhesion molecule	CD171; HSAS; HSAS1; MASA; MIC5; S10; SPG1			
ENSG00000198919	DZIP3	DAZ interacting zinc finger protein 3	hRUL138; PPP1R66			
ENSG00000198931	APRT	adenine phosphoribosyltransferase				
ENSG00000198938	MT-CO3	mitochondrially encoded cytochrome c oxidase III	CO3; COIII; COX3; MTCO3			
ENSG00000198951	NAGA	alpha-N-acetylgalactosaminidase	D22S674			
ENSG00000198959	TGM2	transglutaminase 2	TGC			
ENSG00000198961	PJA2	praja ring finger ubiquitin ligase 2	KIAA0438; Neurodap1; RNF131			
ENSG00000198964	SGMS1	sphingomyelin synthase 1	MGC17342; MOB; SMS1; TMEM23			
ENSG00000203791	EEF1AKMT2	EEF1A lysine methyltransferase 2	C10orf138; Efm4; METTL10			
ENSG00000203797	DDO	D-aspartate oxidase				
ENSG00000203805	PLPP4	phospholipid phosphatase 4	DPPL2; PPAPDC1; PPAPDC1A			
ENSG00000203837	PNLIPRP3	pancreatic lipase related protein 3				
ENSG00000203857	HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	HSD3B; HSDB3; SDR11E1			
ENSG00000203859	HSD3B2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2	SDR11E2			
ENSG00000203972	GLYATL3	glycine-N-acyltransferase like 3	bA28H17.2; C6orf140			
ENSG00000204007	GLT6D1	glycosyltransferase 6 domain containing 1	GLTDC1			
ENSG00000204084	INPP5B	inositol polyphosphate-5-phosphatase B				
ENSG00000204099	NEU4	neuraminidase 4				
ENSG00000204160	ZDHHC18	zinc finger DHHC-type containing 18	DKFZp667O2416			
ENSG00000204195	AWAT1	acyl-CoA wax alcohol acyltransferase 1	DGAT2L3			
ENSG00000204217	BMPR2	bone morphogenetic protein receptor type 2	BMPR-II; BMPR3; BRK-3; PPH1; T-ALK			
ENSG00000204227	RING1	ring finger protein 1	RNF1			
ENSG00000204228	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8	D6S2245E; FABGL; H2-KE6; HKE6; KE6; RING2; SDR30C1			
ENSG00000204308	RNF5	ring finger protein 5	G16; NG2; RING5; RMA1			
ENSG00000204310	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	LPAAT-alpha			
ENSG00000204344	STK19	serine/threonine kinase 19	D6S60; G11; RP1			
ENSG00000204370	SDHD	succinate dehydrogenase complex subunit D	cybS; PGL; PGL1			
ENSG00000204371	EHMT2	euchromatic histone lysine methyltransferase 2	BAT8; C6orf30; Em:AF134726.3; G9A; KMT1C; NG36/G9a			
ENSG00000204385	SLC44A4	solute carrier family 44 member 4	C6orf29; CTL4; DFNA72; FLJ14491; NG22; TPPT			
ENSG00000204386	NEU1	neuraminidase 1	NEU			
ENSG00000204394	VARS	valyl-tRNA synthetase	VARS2			
ENSG00000204435	CSNK2B	casein kinase 2 beta	Ckb1; Ckb2			
ENSG00000204580	DDR1	discoidin domain receptor tyrosine kinase 1	CAK; CD167; EDDR1; NEP; NTRK4; PTK3A; RTK6			
ENSG00000205060	SLC35B4	solute carrier family 35 member B4	FLJ14697; YEA4			
ENSG00000205111	CDKL4	cyclin dependent kinase like 4				
ENSG00000205186	FABP9	fatty acid binding protein 9	PERF; PERF15; T-FABP			
ENSG00000205268	PDE7A	phosphodiesterase 7A	HCP1			
ENSG00000205301	MGAT4D	MGAT4 family member D	GnT1IP			
ENSG00000205309	NT5M	5',3'-nucleotidase, mitochondrial	dNT-2; dNT2; mdN			
ENSG00000205560	CPT1B	carnitine palmitoyltransferase 1B	CPT1-M; M-CPT1			
ENSG00000205629	LCMT1	leucine carboxyl methyltransferase 1	CGI-68; PPMT1			
ENSG00000205669	ACOT6	acyl-CoA thioesterase 6	C14orf42			
ENSG00000205678	TECRL	trans-2,3-enoyl-CoA reductase like	DKFZp313B2333; DKFZp313D0829; GPSN2L; SRD5A2L2; TERL			
ENSG00000205808	PLPP6	phospholipid phosphatase 6	FLJ46512; FLJ90191; PDP1; PPAPDC2			
ENSG00000205923	CEMP1	cementum protein 1	CP-23			
ENSG00000206077	ZDHHC11B	zinc finger DHHC-type containing 11B				
ENSG00000206190	ATP10A	ATPase phospholipid transporting 10A (putative)	ATP10C; ATPVA; ATPVC; KIAA0566			
ENSG00000206203	TSSK2	testis specific serine kinase 2	FLJ38613; SPOGA2; STK22B			
ENSG00000206527	HACD2	3-hydroxyacyl-CoA dehydratase 2	PTPLB			
ENSG00000206562	METTL6	methyltransferase like 6	MGC24132			
ENSG00000211445	GPX3	glutathione peroxidase 3				
ENSG00000211448	DIO2	iodothyronine deiodinase 2	SelY; TXDI2			
ENSG00000211452	DIO1	iodothyronine deiodinase 1	TXDI1			
ENSG00000211455	STK38L	serine/threonine kinase 38 like	KIAA0965; NDR2			
ENSG00000211456	SACM1L	SAC1 like phosphatidylinositide phosphatase	KIAA0851; SAC1			
ENSG00000212122	TSSK1B	testis specific serine kinase 1B	FKSG81; SPOGA4; STK22D; TSSK1			
ENSG00000212907	MT-ND4L	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L	MTND4L; NAD4L; ND4L			
ENSG00000213024	NUP62	nucleoporin 62	DKFZp547L134; FLJ20822; FLJ43869; IBSN; MGC841; p62; SNDI			
ENSG00000213160	KLHL23	kelch like family member 23	FLJ37812; MGC22679; MGC2610			
ENSG00000213316	LTC4S	leukotriene C4 synthase	MGC33147			
ENSG00000213339	QTRT1	queuine tRNA-ribosyltransferase catalytic subunit 1	TGT			
ENSG00000213341	CHUK	conserved helix-loop-helix ubiquitous kinase	IkBKA; IKK-alpha; IKK1; IKKA; NFKBIKA; TCF16			
ENSG00000213366	GSTM2	glutathione S-transferase mu 2	GST4			
ENSG00000213398	LCAT	lecithin-cholesterol acyltransferase				
ENSG00000213614	HEXA	hexosaminidase subunit alpha				
ENSG00000213619	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	CI-30			
ENSG00000213639	PPP1CB	protein phosphatase 1 catalytic subunit beta	PP-1B; PP1B; PP1beta			
ENSG00000213648	SULT1A4	sulfotransferase family 1A member 4				
ENSG00000213689	TREX1	three prime repair exonuclease 1	AGS1; DRN3			
ENSG00000213722	DDAH2	dimethylarginine dimethylaminohydrolase 2	G6A			
ENSG00000213759	UGT2B11	UDP glucuronosyltransferase family 2 member B11				
ENSG00000213760	ATP6V1G2	ATPase H+ transporting V1 subunit G2	ATP6G; ATP6G2; Em:AC004181.3; NG38; Vma10			
ENSG00000213920	MDP1	magnesium dependent phosphatase 1	FN6Pase; MGC5987			
ENSG00000213923	CSNK1E	casein kinase 1 epsilon	CKIE; CKIepsilon; HCKIE			
ENSG00000213930	GALT	galactose-1-phosphate uridylyltransferase				
ENSG00000214013	GANC	glucosidase alpha, neutral C				
ENSG00000214102	WEE2	WEE1 homolog 2	FLJ16107			
ENSG00000214160	ALG3	ALG3, alpha-1,3- mannosyltransferase	CDGS4; D16Ertd36e; Not56; NOT56L			
ENSG00000214357	NEURL1B	neuralized E3 ubiquitin protein ligase 1B	DKFZP761M1511; Neur2; RNF67B			
ENSG00000214435	AS3MT	arsenite methyltransferase	CYT19			
ENSG00000214530	STARD10	StAR related lipid transfer domain containing 10	CGI-52; NY-CO-28; PCTP2; SDCCAG28			
ENSG00000214756	CSKMT	citrate synthase lysine methyltransferase	CS-KMT; METTL12; U99HG			
ENSG00000215009	ACSM4	acyl-CoA synthetase medium chain family member 4				
ENSG00000215218	UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1	FLJ25076			
ENSG00000215883	CYB5RL	cytochrome b5 reductase like	LOC606495			
ENSG00000218823	PAPOLB	poly(A) polymerase beta	PAPT			
ENSG00000221823	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha	CALNB1; CNB; CNB1			
ENSG00000221914	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha	B55A; B55alpha; PR52A; PR55A; PR55alpha			
ENSG00000221968	FADS3	fatty acid desaturase 3	CYB5RP; LLCDL3			
ENSG00000221988	PPT2	palmitoyl-protein thioesterase 2				
ENSG00000223443	USP17L2	ubiquitin specific peptidase 17-like family member 2	DUB3			
ENSG00000223572	CKMT1A	creatine kinase, mitochondrial 1A	CKMT1			
ENSG00000223802	CERS1	ceramide synthase 1	LAG1; LASS1; UOG1			
ENSG00000224586	GPX5	glutathione peroxidase 5				
ENSG00000225697	SLC26A6	solute carrier family 26 member 6	DKFZp586E1422			
ENSG00000226784	PGAM4	phosphoglycerate mutase family member 4	dJ1000K24.1; PGAM-B; PGAM1; PGAM3			
ENSG00000227140	USP17L5	ubiquitin specific peptidase 17-like family member 5				
ENSG00000227471	AKR1B15	aldo-keto reductase family 1 member B15				
ENSG00000228253	MT-ATP8	mitochondrially encoded ATP synthase membrane subunit 8	A6L; ATP8; MTATP8			
ENSG00000228716	DHFR	dihydrofolate reductase				
ENSG00000228727	SAPCD1	suppressor APC domain containing 1	C6orf26; NG23			
ENSG00000228856	USP17L30	ubiquitin specific peptidase 17-like family member 30				
ENSG00000229579	USP17L26	ubiquitin specific peptidase 17-like family member 26				
ENSG00000229894	GK3P	glycerol kinase 3 pseudogene	GKP3; GKTB			
ENSG00000229937	PRPS1L1	phosphoribosyl pyrophosphate synthetase 1-like 1	PRPS3; PRPSL			
ENSG00000230430	USP17L25	ubiquitin specific peptidase 17-like family member 25				
ENSG00000231051	USP17L28	ubiquitin specific peptidase 17-like family member 28				
ENSG00000231637	USP17L29	ubiquitin specific peptidase 17-like family member 29				
ENSG00000231852	CYP21A2	cytochrome P450 family 21 subfamily A member 2	CA21H; CAH1; CPS1; CYP21; CYP21B; P450c21B			
ENSG00000232264	USP17L24	ubiquitin specific peptidase 17-like family member 24				
ENSG00000233276	GPX1	glutathione peroxidase 1				
ENSG00000234906	APOC2	apolipoprotein C2				
ENSG00000235376	RPEL1	ribulose-5-phosphate-3-epimerase like 1				
ENSG00000235780	USP17L27	ubiquitin specific peptidase 17-like family member 27				
ENSG00000235863	B3GALT4	beta-1,3-galactosyltransferase 4	beta3Gal-T4; GalT4			
ENSG00000236334	PPIAL4G	peptidylprolyl isomerase A like 4G				
ENSG00000237172	B3GNT9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	MGC4655			
ENSG00000237289	CKMT1B	creatine kinase, mitochondrial 1B	CKMT; CKMT1; UMTCK			
ENSG00000237763	AMY1A	amylase, alpha 1A (salivary)	AMY1			
ENSG00000238205	MPC1L	mitochondrial pyruvate carrier 1 like	SLC54A3			
ENSG00000239305	RNF103	ring finger protein 103	hkf-1; KF1; ZFP103			
ENSG00000239642	MEIKIN	meiotic kinetochore factor				
ENSG00000239672	NME1	NME/NM23 nucleoside diphosphate kinase 1	NDPKA; NM23; NM23-H1			
ENSG00000239900	ADSL	adenylosuccinate lyase				
ENSG00000240038	AMY2B	amylase, alpha 2B (pancreatic)	AMY2			
ENSG00000240224	UGT1A5	UDP glucuronosyltransferase family 1 member A5	UGT1E			
ENSG00000240303	ACAD11	acyl-CoA dehydrogenase family member 11	FLJ12592			
ENSG00000240344	PPIL3	peptidylprolyl isomerase like 3	CyPJ			
ENSG00000240583	AQP1	aquaporin 1 (Colton blood group)	CHIP28; CO			
ENSG00000240857	RDH14	retinol dehydrogenase 14	PAN2; SDR7C4			
ENSG00000240891	PLCXD2	phosphatidylinositol specific phospholipase C X domain containing 2	FLJ31579			
ENSG00000240972	MIF	macrophage migration inhibitory factor	GIF; GLIF			
ENSG00000241058	NSUN6	NOP2/Sun RNA methyltransferase family member 6	ARL5B-AS1; FLJ23743; NOPD1			
ENSG00000241119	UGT1A9	UDP glucuronosyltransferase family 1 member A9	HLUGP4; LUGP4; UGT1AI			
ENSG00000241258	CRCP	CGRP receptor component	CGRP-RCP; RCP; RCP9			
ENSG00000241343	RPL36A	ribosomal protein L36a	L36A; RPL44			
ENSG00000241360	PDXP	pyridoxal phosphatase	CIN; dJ37E16.5; FLJ32703			
ENSG00000241404	EGFL8	EGF like domain multiple 8	C6orf8; NG3			
ENSG00000241468	ATP5MF	ATP synthase membrane subunit f	ATP5J2; ATP5JL			
ENSG00000241635	UGT1A1	UDP glucuronosyltransferase family 1 member A1	GNT1; UGT1; UGT1A			
ENSG00000241644	INMT	indolethylamine N-methyltransferase				
ENSG00000241837	ATP5PO	ATP synthase peripheral stalk subunit OSCP	ATP5O; ATPO; OSCP			
ENSG00000241878	PISD	phosphatidylserine decarboxylase	dJ858B16.2; PSDC			
ENSG00000241935	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1	C10orf65; DHDPS2; DHDPSL; FLJ37472; NPL2			
ENSG00000241973	PI4KA	phosphatidylinositol 4-kinase alpha	PI4K-ALPHA; pi4K230; PIK4CA			
ENSG00000242110	AMACR	alpha-methylacyl-CoA racemase	P504S; RACE			
ENSG00000242366	UGT1A8	UDP glucuronosyltransferase family 1 member A8	UGT1H			
ENSG00000242515	UGT1A10	UDP glucuronosyltransferase family 1 member A10	UGT1J			
ENSG00000242612	DECR2	2,4-dienoyl-CoA reductase 2	PDCR; SDR17C1			
ENSG00000243056	EIF4EBP3	eukaryotic translation initiation factor 4E binding protein 3	4E-BP3			
ENSG00000243135	UGT1A3	UDP glucuronosyltransferase family 1 member A3	UGT1C			
ENSG00000243477	NAA80	N(alpha)-acetyltransferase 80, NatH catalytic subunit	FUS2; NAT6			
ENSG00000243480	AMY2A	amylase, alpha 2A (pancreatic)	AMY2			
ENSG00000243678	NME2	NME/NM23 nucleoside diphosphate kinase 2	NDPKB; NM23-H2			
ENSG00000243708	PLA2G4B	phospholipase A2 group IVB	cPLA2-beta; HsT16992			
ENSG00000243709	LEFTY1	left-right determination factor 1	LEFTB; LEFTYB			
ENSG00000243955	GSTA1	glutathione S-transferase alpha 1				
ENSG00000243989	ACY1	aminoacylase 1				
ENSG00000244038	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit	GATD6; KIAA0115; OST; OST48; WBP1			
ENSG00000244067	GSTA2	glutathione S-transferase alpha 2	GST2			
ENSG00000244122	UGT1A7	UDP glucuronosyltransferase family 1 member A7	UGT1G			
ENSG00000244474	UGT1A4	UDP glucuronosyltransferase family 1 member A4	HUG-BR2; UGT1D			
ENSG00000244486	SCARF2	scavenger receptor class F member 2	HUMZD58C02; SREC-II; SREC2			
ENSG00000247077	PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase	BXLBv68; MGC5352			
ENSG00000247626	MARS2	methionyl-tRNA synthetase 2, mitochondrial	mtMetRS; SPAX3			
ENSG00000247746	USP51	ubiquitin specific peptidase 51				
ENSG00000248098	BCKDHA	branched chain keto acid dehydrogenase E1, alpha polypeptide	MSU; OVD1A			
ENSG00000248099	INSL3	insulin like 3	MGC119818; MGC119819; RLF; RLNL			
ENSG00000248144	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	ADH3			
ENSG00000248333	CDK11B	cyclin dependent kinase 11B	CDC2L1; CDK11-p110; CDK11-p46; CDK11-p58			
ENSG00000248933	USP17L22	ubiquitin specific peptidase 17-like family member 22				
ENSG00000249222	ATP5MGL	ATP synthase membrane subunit g like	ATP5K2; ATP5L2; dJ222E13.5			
ENSG00000249853	HS3ST5	heparan sulfate-glucosamine 3-sulfotransferase 5	3-OST-5			
ENSG00000249948	GBA3	glucosylceramidase beta 3 (gene/pseudogene)	GLUC; KLrP			
ENSG00000250305	TRMT9B	tRNA methyltransferase 9B (putative)	C8orf79; FLJ36980; hTRM9L; KIAA1456; TRM9L			
ENSG00000250506	CDK3	cyclin dependent kinase 3				
ENSG00000250565	ATP6V1E2	ATPase H+ transporting V1 subunit E2	ATP6E1; ATP6EL2; ATP6V1EL2; MGC9341; VMA4			
ENSG00000250741	NT5C1B-RDH14	NT5C1B-RDH14 readthrough				
ENSG00000250799	PRODH2	proline dehydrogenase 2	HSPOX1			
ENSG00000251287	ALG1L2	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase like 2				
ENSG00000253710	ALG11	ALG11, alpha-1,2-mannosyltransferase	CDG1P; KIAA0266			
ENSG00000253729	PRKDC	protein kinase, DNA-activated, catalytic subunit	DNA-PKC; DNA-PKcs; DNAPK; DNAPKc; DNPK1; HYRC; HYRC1; p350; p460; XRCC7			
ENSG00000254087	LYN	LYN proto-oncogene, Src family tyrosine kinase	JTK8			
ENSG00000254505	CHMP4A	charged multivesicular body protein 4A	C14orf123; HSPC134; VPS32A			
ENSG00000254685	FPGT	fucose-1-phosphate guanylyltransferase	GFPP			
ENSG00000255072	PIGY	phosphatidylinositol glycan anchor biosynthesis class Y	MGC14156			
ENSG00000255730	AC011462.1	novel protein				
ENSG00000255974	CYP2A6	cytochrome P450 family 2 subfamily A member 6	CPA6; CYP2A; CYP2A3			
ENSG00000256043	CTSO	cathepsin O	CTSO1			
ENSG00000256269	HMBS	hydroxymethylbilane synthase	PBGD; PORC; UPS			
ENSG00000256525	POLG2	DNA polymerase gamma 2, accessory subunit	HP55; MTPOLB			
ENSG00000256870	SLC5A8	solute carrier family 5 member 8	AIT			
ENSG00000257335	MGAM	maltase-glucoamylase	MGA			
ENSG00000257365	FNTB	farnesyltransferase, CAAX box, beta	FPTB			
ENSG00000257594	GALNT4	polypeptide N-acetylgalactosaminyltransferase 4	GalNAc-T4			
ENSG00000258429	PDF	peptide deformylase, mitochondrial				
ENSG00000259030	FPGT-TNNI3K	FPGT-TNNI3K readthrough				
ENSG00000259075	POC1B-GALNT4	POC1B-GALNT4 readthrough				
ENSG00000259431	THTPA	thiamine triphosphatase	THTPASE			
ENSG00000259916	AL845331.2	putative aquaporin-7-like protein 3				
ENSG00000261052	SULT1A3	sulfotransferase family 1A member 3	STM; TL-PST			
ENSG00000263353	PPIAL4A	peptidylprolyl isomerase A like 4A	COAS2; PPIAL4; PPIAL4B			
ENSG00000263464	PPIAL4C	peptidylprolyl isomerase A like 4C				
ENSG00000263528	IKBKE	inhibitor of nuclear factor kappa B kinase subunit epsilon	IKK-i; IKKE; KIAA0151			
ENSG00000265203	RBP3	retinol binding protein 3	D10S64; D10S65; D10S66; RP66			
ENSG00000265491	RNF115	ring finger protein 115	CL469780; ZNF364			
ENSG00000266200	PNLIPRP2	pancreatic lipase related protein 2 (gene/pseudogene)	PLRP2			
ENSG00000268104	SLC6A14	solute carrier family 6 member 14				
ENSG00000268606	MAGEA2	MAGE family member A2	CT1.2; MAGE2; MAGEA2A			
ENSG00000271567	PPIAL4E	peptidylprolyl isomerase A like 4E				
ENSG00000272325	NUDT3	nudix hydrolase 3	DIPP			
ENSG00000272333	KMT2B	lysine methyltransferase 2B	CXXC10; HRX2; KIAA0304; MLL1B; MLL2; MLL4; TRX2; WBP7			
ENSG00000272916	AC022400.6					
ENSG00000273820	USP27X	ubiquitin specific peptidase 27 X-linked	USP27			
ENSG00000273841	TAF9	TATA-box binding protein associated factor 9	AD-004; CGI-137; MGC1603; MGC3647; MGC5067; TAF2G; TAFII31; TAFII32; TAFIID32			
ENSG00000274252	GGTLC3	gamma-glutamyltransferase light chain family member 3				
ENSG00000274391	TPTE	transmembrane phosphatase with tensin homology	CT44; PTEN2			
ENSG00000274588	DGKK	diacylglycerol kinase kappa				
ENSG00000275183	LENG9	leukocyte receptor cluster member 9				
ENSG00000275342	PRAG1	PEAK1 related, kinase-activating pseudokinase 1	DKFZp761P0423; NACK; PEAK2; PRAGMIN; SgK223			
ENSG00000276023	DUSP14	dual specificity phosphatase 14	MKP-L; MKP6			
ENSG00000276043	UHRF1	ubiquitin like with PHD and ring finger domains 1	FLJ21925; ICBP90; Np95; RNF106; TDRD22			
ENSG00000276231	PIK3R6	phosphoinositide-3-kinase regulatory subunit 6	C17orf38; FLJ34500; HsT41028; p87PIKAP			
ENSG00000276293	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta	PIP5K2B; PIP5KIIB; PIP5KIIbeta			
ENSG00000276380	UBE2NL	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)				
ENSG00000276747	PADI6	peptidyl arginine deiminase 6				
ENSG00000277161	PIGW	phosphatidylinositol glycan anchor biosynthesis class W	FLJ37433; Gwt1			
ENSG00000277494	GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	GPI-HBP1; LOC338328			
ENSG00000277893	SRD5A2	steroid 5 alpha-reductase 2				
